見出し,電話,ファックス,住所,開館時間,休館日,催し名,区分,開催日,場所,対象,定員,費用,申込,備考
県動物愛護センター,073-489-6500,073-489-6504,〒640-1251紀美野町国木原372,10:00～17:00,火曜 ,犬・猫の飼い方講習会,イベント,(1)10月11日（日）・16日（金）･25日（日）、11月8日（日）・16日（月）・22日（日）11:00?(2)10月8日（木）11:00?,(1)県動物愛護センター(2)新宮保健所,,,,,"※譲渡を受けるには受講と、犬については狂犬病予防ワクチン接種代2,700円が必要です。※県動物愛護センターでは譲渡会を常時開催しています。"
片男波公園万葉館・健康館,073-446-5553,073-446-5554,〒641-0022和歌山市和歌浦南3-1700,9:00～17:00（入館は16:30まで） ,,ハロウィン企画「カボチャのお菓子入れ」を作ろう,イベント,10月11日（日）(1)10:00?11:00(2)11:15?12:15(3)13:30?14:30(4)14:45?15:45,,小学生以上,各8人（先着順）,"1,500円／回",事前申込,
片男波公園万葉館・健康館,073-446-5553,073-446-5554,〒641-0022和歌山市和歌浦南3-1700,9:00～17:00（入館は16:30まで） ,,体験教室　長く楽しめる多肉植物の寄せ植え,イベント,10月18日（日）13:30?15:00,,小学生以上（小学生は保護者同伴）,20人（先着順）,"3,000円／回",事前申込,
県植物公園緑花センター,0736-62-4029,0736-63-2570,〒649-6211岩出市東坂本672,9:00～17:00（入館は16:30まで）,火曜（祝日の場合次の平日） ,,,,,,,,,10月の花ごよみ　秋バラ、キイジョウロウホトトギス、コスモス、ケイトウ、サルビア・レウカンサ、マリーゴールド
県植物公園緑花センター,0736-62-4029,0736-63-2570,〒649-6211岩出市東坂本672,9:00～17:00（入館は16:30まで）,火曜（祝日の場合次の平日） ,秋のボタニカルアート教室,イベント,10月24日（土）?25日（日）,,,20人（先着順）,"1,000円",,
県植物公園緑花センター,0736-62-4029,0736-63-2570,〒649-6211岩出市東坂本672,9:00～17:00（入館は16:30まで）,火曜（祝日の場合次の平日） ,和歌山の木で作ろう（木工）,イベント,10月11日（日）,,,,,,
県植物公園緑花センター,0736-62-4029,0736-63-2570,〒649-6211岩出市東坂本672,9:00～17:00（入館は16:30まで）,火曜（祝日の場合次の平日） ,シャボテン・多肉植物即売会,イベント,10月31日（土）?11月1日（日）,,,,,,
南紀熊野ジオパークセンター,0735-67-7100,0735-67-7191,〒649-3502串本町潮岬2838-3,9:00～17:00 ,,太地町梶取崎のひみつ～海底活動の痕跡を巡る～,イベント,10月17日(土）13:00?15:30,太地町梶取崎,,15人（先着順）,,,
南紀熊野ジオパークセンター,0735-67-7100,0735-67-7191,〒649-3502串本町潮岬2838-3,9:00～17:00 ,,ロックバランシングコンテスト,イベント,10月24日（土）13:00?15:00,串本町潮岬の海岸,,15人（先着順）,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,, 　,,,,,
